Paragraph text,Classification_label
"You should not be meeting friends. If your friends ask you to meet, you should say No.","0,0,1,0,0,0,0,0"
You should not be meeting family members who do not live in your home.,"0,0,1,0,0,0,0,0"
You should not be going shopping except for essentials like food and medicine - and you should do this as little as you can. And use food delivery services where you can.,"0,0,1,0,0,0,0,0"
"If you don’t follow the rules the police will have the powers to enforce them, including through fines and dispersing gatherings.","1,0,0,1,0,0,0,0"
"To ensure compliance with the Government’s instruction to stay at home, we will immediately: close all shops selling non-essential goods,​ including clothing and electronic stores and other premises including libraries, playgrounds and outdoor gyms, and places of worship;","0,0,0,0,0,0,0,0"
"To ensure compliance with the Government’s instruction to stay at home, we will immediately: we will stop all gatherings of more than two people in public – excluding people you live with;","0,0,0,1,0,0,0,0"
"and we’ll stop all social events​, including weddings, baptisms and other ceremonies, but excluding funerals.","0,0,0,1,0,0,0,0"
Parks will remain open for exercise but gatherings will be dispersed.,"0,0,0,0,0,0,0,0"
"No Prime Minister wants to enact measures like this. I know the damage that this disruption is doing and will do to people’s lives, to their businesses and to their jobs. And that’s why we have produced a huge and unprecedented programme of support both for workers and for business.","0,0,0,0,0,0,0,0"
"And I can assure you that we will keep these restrictions under constant review. We will look again in three weeks, and relax them if the evidence shows we are able to.","0,0,0,0,0,0,0,1"
"But at present there are just no easy options. The way ahead is hard, and it is still true that many lives will sadly be lost. And yet it is also true that there is a clear way through.","0,0,0,0,0,0,0,0"
Day by day we are strengthening our amazing NHS with 7500 former clinicians now coming back to the service. With the time you buy - by simply staying at home - we are increasing our stocks of equipment.,"0,0,0,0,0,0,0,0"
We are accelerating our search for treatments. We are pioneering work on a vaccine. And we are buying millions of testing kits that will enable us to turn the tide on this invisible killer.,"0,0,0,0,0,0,0,0"
I want to thank everyone who is working flat out to beat the virus. Everyone from the supermarket staff to the transport workers to the carers to the nurses and doctors on the frontline.,"0,0,0,0,0,0,0,0"
But in this fight we can be in no doubt that each and every one of us is directly enlisted. Each and every one of us is now obliged to join together. To halt the spread of this disease. To protect our NHS and to save many many thousands of lives.,"0,0,0,0,0,0,0,0"
And I know that as they have in the past so many times. The people of this country will rise to that challenge. And we will come through it stronger than ever. We will beat the coronavirus and we will beat it together.,"0,0,0,0,0,0,0,0"
"And therefore I urge you at this moment of national emergency to stay at home, protect our NHS and save lives. Thank you.","0,0,1,0,0,0,0,0"
"Schedule 22 confers powers to issue directions in relation to events, gatherings and premises.","0,0,0,0,0,0,0,0"
"Schedule 23 contains temporary modifications of—
(a)the Criminal Justice Act 2003,
(b)the Criminal Appeal Act 1968, and
(c)the Criminal Justice Act 1988.","0,0,0,0,0,0,0,0"
"Expansion of availability of live links in other criminal hearings
Schedule 24 contains temporary modifications of—
(a)the Crime and Disorder Act 1998,
(b)the Extradition Act 2003,
(c)the Police and Criminal Evidence Act 1984,
(d)the Prosecution of Offences Act 1985, and
(e)the Serious Organised Crime and Police Act 2005.","0,0,0,0,0,0,0,0"
